N_PROF,N_LEVELS,CYCLE_NUMBER,DATA_MODE,DIRECTION,PLATFORM_NUMBER,POSITION_QC,PRES,PRES_ERROR,PRES_QC,PSAL,PSAL_ERROR,PSAL_QC,TEMP,TEMP_ERROR,TEMP_QC,TIME_QC,LATITUDE,LONGITUDE,TIME
177,0,169,D,A,5903888,1,4.21,2.4,1,35.35106,0.01,1,22.935,0.002,1,1,24.597,-145.045,2015-01-01 00:05:22
177,1,169,D,A,5903888,1,,2.4,1,,,1,,,1,1,24.597,-145.045,2015-01-01 00:05:22
177,2,169,D,A,5903888,1,,2.4,1,,,1,,,1,1,24.597,-145.045,2015-01-01 00:05:22
177,3,169,D,A,5903888,1,,2.4,1,,,1,,,1,1,24.597,-145.045,2015-01-01 00:05:22
177,4,169,D,A,5903888,1,,2.4,1,,,1,,,1,1,24.597,-145.045,2015-01-01 00:05:22
177,5,169,D,A,5903888,1,,2.4,1,,,1,,,1,1,24.597,-145.045,2015-01-01 00:05:22
177,6,169,D,A,5903888,1,,2.4,1,,,1,,,1,1,24.597,-145.045,2015-01-01 00:05:22
177,7,169,D,A,5903888,1,,2.4,1,,,1,,,1,1,24.597,-145.045,2015-01-01 00:05:22
177,8,169,D,A,5903888,1,,2.4,1,,,1,,,1,1,24.597,-145.045,2015-01-01 00:05:22
177,9,169,D,A,5903888,1,,2.4,1,,,1,,,1,1,24.597,-145.045,2015-01-01 00:05:22
177,10,169,D,A,5903888,1,,2.4,1,,,1,,,1,1,24.597,-145.045,2015-01-01 00:05:22
177,11,169,D,A,5903888,1,,2.4,1,,,1,,,1,1,24.597,-145.045,2015-01-01 00:05:22
177,12,169,D,A,5903888,1,,2.4,1,,,1,,,1,1,24.597,-145.045,2015-01-01 00:05:22
177,13,169,D,A,5903888,1,,2.4,1,,,1,,,1,1,24.597,-145.045,2015-01-01 00:05:22
177,14,169,D,A,5903888,1,,2.4,1,,,1,,,1,1,24.597,-145.045,2015-01-01 00:05:22
177,15,169,D,A,5903888,1,,2.4,1,,,1,,,1,1,24.597,-145.045,2015-01-01 00:05:22
177,16,169,D,A,5903888,1,,2.4,1,,,1,,,1,1,24.597,-145.045,2015-01-01 00:05:22
203,0,50,D,A,5904188,1,2.61,2.4,1,34.40489,0.01,1,10.531,0.002,1,1,-49.667,-139.067,2015-01-01 00:07:08
203,1,50,D,A,5904188,1,4.41,2.4,1,34.4049,0.01,1,10.532,0.002,1,1,-49.667,-139.067,2015-01-01 00:07:08
203,2,50,D,A,5904188,1,,2.4,1,,,1,,,1,1,-49.667,-139.067,2015-01-01 00:07:08
203,3,50,D,A,5904188,1,,2.4,1,,,1,,,1,1,-49.667,-139.067,2015-01-01 00:07:08
203,4,50,D,A,5904188,1,,2.4,1,,,1,,,1,1,-49.667,-139.067,2015-01-01 00:07:08
203,5,50,D,A,5904188,1,,2.4,1,,,1,,,1,1,-49.667,-139.067,2015-01-01 00:07:08
203,6,50,D,A,5904188,1,,2.4,1,,,1,,,1,1,-49.667,-139.067,2015-01-01 00:07:08
203,7,50,D,A,5904188,1,,2.4,1,,,1,,,1,1,-49.667,-139.067,2015-01-01 00:07:08
203,8,50,D,A,5904188,1,,2.4,1,,,1,,,1,1,-49.667,-139.067,2015-01-01 00:07:08
203,9,50,D,A,5904188,1,,2.4,1,,,1,,,1,1,-49.667,-139.067,2015-01-01 00:07:08
203,10,50,D,A,5904188,1,,2.4,1,,,1,,,1,1,-49.667,-139.067,2015-01-01 00:07:08
203,11,50,D,A,5904188,1,,2.4,1,,,1,,,1,1,-49.667,-139.067,2015-01-01 00:07:08
203,12,50,D,A,5904188,1,,2.4,1,,,1,,,1,1,-49.667,-139.067,2015-01-01 00:07:08
203,13,50,D,A,5904188,1,,2.4,1,,,1,,,1,1,-49.667,-139.067,2015-01-01 00:07:08
203,14,50,D,A,5904188,1,,2.4,1,,,1,,,1,1,-49.667,-139.067,2015-01-01 00:07:08
203,15,50,D,A,5904188,1,,2.4,1,,,1,,,1,1,-49.667,-139.067,2015-01-01 00:07:08
203,16,50,D,A,5904188,1,,2.4,1,,,1,,,1,1,-49.667,-139.067,2015-01-01 00:07:08
130,0,337,D,A,5900704,1,4.3,2.4,1,34.3581,0.01,1,11.982,0.002,1,1,-43.992,-37.982,2015-01-01 00:11:10
130,1,337,D,A,5900704,1,,2.4,1,,,1,,,1,1,-43.992,-37.982,2015-01-01 00:11:10
130,2,337,D,A,5900704,1,,2.4,1,,,1,,,1,1,-43.992,-37.982,2015-01-01 00:11:10
130,3,337,D,A,5900704,1,,2.4,1,,,1,,,1,1,-43.992,-37.982,2015-01-01 00:11:10
130,4,337,D,A,5900704,1,,2.4,1,,,1,,,1,1,-43.992,-37.982,2015-01-01 00:11:10
130,5,337,D,A,5900704,1,,2.4,1,,,1,,,1,1,-43.992,-37.982,2015-01-01 00:11:10
130,6,337,D,A,5900704,1,,2.4,1,,,1,,,1,1,-43.992,-37.982,2015-01-01 00:11:10
130,7,337,D,A,5900704,1,,2.4,1,,,1,,,1,1,-43.992,-37.982,2015-01-01 00:11:10
130,8,337,D,A,5900704,1,,2.4,1,,,1,,,1,1,-43.992,-37.982,2015-01-01 00:11:10
130,9,337,D,A,5900704,1,,2.4,1,,,1,,,1,1,-43.992,-37.982,2015-01-01 00:11:10
130,10,337,D,A,5900704,1,,2.4,1,,,1,,,1,1,-43.992,-37.982,2015-01-01 00:11:10
130,11,337,D,A,5900704,1,,2.4,1,,,1,,,1,1,-43.992,-37.982,2015-01-01 00:11:10
130,12,337,D,A,5900704,1,,2.4,1,,,1,,,1,1,-43.992,-37.982,2015-01-01 00:11:10
130,13,337,D,A,5900704,1,,2.4,1,,,1,,,1,1,-43.992,-37.982,2015-01-01 00:11:10
130,14,337,D,A,5900704,1,,2.4,1,,,1,,,1,1,-43.992,-37.982,2015-01-01 00:11:10
130,15,337,D,A,5900704,1,,2.4,1,,,1,,,1,1,-43.992,-37.982,2015-01-01 00:11:10
130,16,337,D,A,5900704,1,,2.4,1,,,1,,,1,1,-43.992,-37.982,2015-01-01 00:11:10
141,0,225,D,A,5901683,1,4.4,20.0,2,34.64799,0.02,2,24.824,0.002,2,1,-19.518,102.143,2015-01-01 00:18:39
141,1,225,D,A,5901683,1,,20.0,2,,,2,,,2,1,-19.518,102.143,2015-01-01 00:18:39
141,2,225,D,A,5901683,1,,20.0,2,,,2,,,2,1,-19.518,102.143,2015-01-01 00:18:39
141,3,225,D,A,5901683,1,,20.0,2,,,2,,,2,1,-19.518,102.143,2015-01-01 00:18:39
141,4,225,D,A,5901683,1,,20.0,2,,,2,,,2,1,-19.518,102.143,2015-01-01 00:18:39
141,5,225,D,A,5901683,1,,20.0,2,,,2,,,2,1,-19.518,102.143,2015-01-01 00:18:39
141,6,225,D,A,5901683,1,,20.0,2,,,2,,,2,1,-19.518,102.143,2015-01-01 00:18:39
141,7,225,D,A,5901683,1,,20.0,2,,,2,,,2,1,-19.518,102.143,2015-01-01 00:18:39
141,8,225,D,A,5901683,1,,20.0,2,,,2,,,2,1,-19.518,102.143,2015-01-01 00:18:39
141,9,225,D,A,5901683,1,,20.0,2,,,2,,,2,1,-19.518,102.143,2015-01-01 00:18:39
141,10,225,D,A,5901683,1,,20.0,2,,,2,,,2,1,-19.518,102.143,2015-01-01 00:18:39
141,11,225,D,A,5901683,1,,20.0,2,,,2,,,2,1,-19.518,102.143,2015-01-01 00:18:39
141,12,225,D,A,5901683,1,,20.0,2,,,2,,,2,1,-19.518,102.143,2015-01-01 00:18:39
141,13,225,D,A,5901683,1,,20.0,2,,,2,,,2,1,-19.518,102.143,2015-01-01 00:18:39
141,14,225,D,A,5901683,1,,20.0,2,,,2,,,2,1,-19.518,102.143,2015-01-01 00:18:39
141,15,225,D,A,5901683,1,,20.0,2,,,2,,,2,1,-19.518,102.143,2015-01-01 00:18:39
141,16,225,D,A,5901683,1,,20.0,2,,,2,,,2,1,-19.518,102.143,2015-01-01 00:18:39
131,0,341,A,A,5900883,1,4.6,,1,33.86822,,1,25.952,,1,1,11.437,-132.695,2015-01-01 00:20:43
131,1,341,A,A,5900883,1,,,1,,,1,,,1,1,11.437,-132.695,2015-01-01 00:20:43
131,2,341,A,A,5900883,1,,,1,,,1,,,1,1,11.437,-132.695,2015-01-01 00:20:43
131,3,341,A,A,5900883,1,,,1,,,1,,,1,1,11.437,-132.695,2015-01-01 00:20:43
131,4,341,A,A,5900883,1,,,1,,,1,,,1,1,11.437,-132.695,2015-01-01 00:20:43
131,5,341,A,A,5900883,1,,,1,,,1,,,1,1,11.437,-132.695,2015-01-01 00:20:43
131,6,341,A,A,5900883,1,,,1,,,1,,,1,1,11.437,-132.695,2015-01-01 00:20:43
131,7,341,A,A,5900883,1,,,1,,,1,,,1,1,11.437,-132.695,2015-01-01 00:20:43
131,8,341,A,A,5900883,1,,,1,,,1,,,1,1,11.437,-132.695,2015-01-01 00:20:43
131,9,341,A,A,5900883,1,,,1,,,1,,,1,1,11.437,-132.695,2015-01-01 00:20:43
131,10,341,A,A,5900883,1,,,1,,,1,,,1,1,11.437,-132.695,2015-01-01 00:20:43
131,11,341,A,A,5900883,1,,,1,,,1,,,1,1,11.437,-132.695,2015-01-01 00:20:43
131,12,341,A,A,5900883,1,,,1,,,1,,,1,1,11.437,-132.695,2015-01-01 00:20:43
131,13,341,A,A,5900883,1,,,1,,,1,,,1,1,11.437,-132.695,2015-01-01 00:20:43
131,14,341,A,A,5900883,1,,,1,,,1,,,1,1,11.437,-132.695,2015-01-01 00:20:43
131,15,341,A,A,5900883,1,,,1,,,1,,,1,1,11.437,-132.695,2015-01-01 00:20:43
131,16,341,A,A,5900883,1,,,1,,,1,,,1,1,11.437,-132.695,2015-01-01 00:20:43
208,0,292,D,A,5904225,1,4.23,2.4,1,35.30415,0.01,1,18.079,0.002,1,1,-35.4792,-165.9171,2015-01-01 00:49:16
208,1,292,D,A,5904225,1,,2.4,1,,,1,,,1,1,-35.4792,-165.9171,2015-01-01 00:49:16
208,2,292,D,A,5904225,1,,2.4,1,,,1,,,1,1,-35.4792,-165.9171,2015-01-01 00:49:16
208,3,292,D,A,5904225,1,,2.4,1,,,1,,,1,1,-35.4792,-165.9171,2015-01-01 00:49:16
208,4,292,D,A,5904225,1,,2.4,1,,,1,,,1,1,-35.4792,-165.9171,2015-01-01 00:49:16
208,5,292,D,A,5904225,1,,2.4,1,,,1,,,1,1,-35.4792,-165.9171,2015-01-01 00:49:16
208,6,292,D,A,5904225,1,,2.4,1,,,1,,,1,1,-35.4792,-165.9171,2015-01-01 00:49:16
208,7,292,D,A,5904225,1,,2.4,1,,,1,,,1,1,-35.4792,-165.9171,2015-01-01 00:49:16
208,8,292,D,A,5904225,1,,2.4,1,,,1,,,1,1,-35.4792,-165.9171,2015-01-01 00:49:16
208,9,292,D,A,5904225,1,,2.4,1,,,1,,,1,1,-35.4792,-165.9171,2015-01-01 00:49:16
208,10,292,D,A,5904225,1,,2.4,1,,,1,,,1,1,-35.4792,-165.9171,2015-01-01 00:49:16
208,11,292,D,A,5904225,1,,2.4,1,,,1,,,1,1,-35.4792,-165.9171,2015-01-01 00:49:16
208,12,292,D,A,5904225,1,,2.4,1,,,1,,,1,1,-35.4792,-165.9171,2015-01-01 00:49:16
208,13,292,D,A,5904225,1,,2.4,1,,,1,,,1,1,-35.4792,-165.9171,2015-01-01 00:49:16
208,14,292,D,A,5904225,1,,2.4,1,,,1,,,1,1,-35.4792,-165.9171,2015-01-01 00:49:16
208,15,292,D,A,5904225,1,,2.4,1,,,1,,,1,1,-35.4792,-165.9171,2015-01-01 00:49:16
208,16,292,D,A,5904225,1,,2.4,1,,,1,,,1,1,-35.4792,-165.9171,2015-01-01 00:49:16
59,0,40,A,A,2902517,1,4.3,,1,32.748,,1,3.695,,1,1,44.779,150.678,2015-01-01 00:52:43
59,1,40,A,A,2902517,1,,,1,,,1,,,1,1,44.779,150.678,2015-01-01 00:52:43
59,2,40,A,A,2902517,1,,,1,,,1,,,1,1,44.779,150.678,2015-01-01 00:52:43
59,3,40,A,A,2902517,1,,,1,,,1,,,1,1,44.779,150.678,2015-01-01 00:52:43
59,4,40,A,A,2902517,1,,,1,,,1,,,1,1,44.779,150.678,2015-01-01 00:52:43
59,5,40,A,A,2902517,1,,,1,,,1,,,1,1,44.779,150.678,2015-01-01 00:52:43
59,6,40,A,A,2902517,1,,,1,,,1,,,1,1,44.779,150.678,2015-01-01 00:52:43
59,7,40,A,A,2902517,1,,,1,,,1,,,1,1,44.779,150.678,2015-01-01 00:52:43
59,8,40,A,A,2902517,1,,,1,,,1,,,1,1,44.779,150.678,2015-01-01 00:52:43
59,9,40,A,A,2902517,1,,,1,,,1,,,1,1,44.779,150.678,2015-01-01 00:52:43
59,10,40,A,A,2902517,1,,,1,,,1,,,1,1,44.779,150.678,2015-01-01 00:52:43
59,11,40,A,A,2902517,1,,,1,,,1,,,1,1,44.779,150.678,2015-01-01 00:52:43
59,12,40,A,A,2902517,1,,,1,,,1,,,1,1,44.779,150.678,2015-01-01 00:52:43
59,13,40,A,A,2902517,1,,,1,,,1,,,1,1,44.779,150.678,2015-01-01 00:52:43
59,14,40,A,A,2902517,1,,,1,,,1,,,1,1,44.779,150.678,2015-01-01 00:52:43
59,15,40,A,A,2902517,1,,,1,,,1,,,1,1,44.779,150.678,2015-01-01 00:52:43
59,16,40,A,A,2902517,1,,,1,,,1,,,1,1,44.779,150.678,2015-01-01 00:52:43
110,0,47,D,A,4901582,1,1.16,2.4,1,35.7688,0.01,1,26.67,0.002,1,1,15.8143,-54.28043,2015-01-01 00:52:56
110,1,47,D,A,4901582,1,2.04,2.4,1,35.76867,0.01001,1,26.672,0.002,1,1,15.8143,-54.28043,2015-01-01 00:52:56
110,2,47,D,A,4901582,1,3.04,2.4,1,35.77335,0.01002,1,26.678,0.002,1,1,15.8143,-54.28043,2015-01-01 00:52:56
110,3,47,D,A,4901582,1,4.0,2.4,1,35.78377,0.01,1,26.692,0.002,1,1,15.8143,-54.28043,2015-01-01 00:52:56
110,4,47,D,A,4901582,1,5.0,2.4,1,35.78399,0.01,1,26.696,0.002,1,1,15.8143,-54.28043,2015-01-01 00:52:56
110,5,47,D,A,4901582,1,,2.4,1,,,1,,,1,1,15.8143,-54.28043,2015-01-01 00:52:56
110,6,47,D,A,4901582,1,,2.4,1,,,1,,,1,1,15.8143,-54.28043,2015-01-01 00:52:56
110,7,47,D,A,4901582,1,,2.4,1,,,1,,,1,1,15.8143,-54.28043,2015-01-01 00:52:56
110,8,47,D,A,4901582,1,,2.4,1,,,1,,,1,1,15.8143,-54.28043,2015-01-01 00:52:56
110,9,47,D,A,4901582,1,,2.4,1,,,1,,,1,1,15.8143,-54.28043,2015-01-01 00:52:56
110,10,47,D,A,4901582,1,,2.4,1,,,1,,,1,1,15.8143,-54.28043,2015-01-01 00:52:56
110,11,47,D,A,4901582,1,,2.4,1,,,1,,,1,1,15.8143,-54.28043,2015-01-01 00:52:56
110,12,47,D,A,4901582,1,,2.4,1,,,1,,,1,1,15.8143,-54.28043,2015-01-01 00:52:56
110,13,47,D,A,4901582,1,,2.4,1,,,1,,,1,1,15.8143,-54.28043,2015-01-01 00:52:56
110,14,47,D,A,4901582,1,,2.4,1,,,1,,,1,1,15.8143,-54.28043,2015-01-01 00:52:56
110,15,47,D,A,4901582,1,,2.4,1,,,1,,,1,1,15.8143,-54.28043,2015-01-01 00:52:56
110,16,47,D,A,4901582,1,,2.4,1,,,1,,,1,1,15.8143,-54.28043,2015-01-01 00:52:56
262,0,4,D,A,7900397,1,3.07,2.4,1,34.11083,0.01,1,-0.86,0.002,1,1,-66.134,120.436,2015-01-01 00:53:57
262,1,4,D,A,7900397,1,4.47,2.4,1,34.11033,0.01,1,-0.909,0.002,1,1,-66.134,120.436,2015-01-01 00:53:57
262,2,4,D,A,7900397,1,,2.4,1,,,1,,,1,1,-66.134,120.436,2015-01-01 00:53:57
262,3,4,D,A,7900397,1,,2.4,1,,,1,,,1,1,-66.134,120.436,2015-01-01 00:53:57
262,4,4,D,A,7900397,1,,2.4,1,,,1,,,1,1,-66.134,120.436,2015-01-01 00:53:57
262,5,4,D,A,7900397,1,,2.4,1,,,1,,,1,1,-66.134,120.436,2015-01-01 00:53:57
262,6,4,D,A,7900397,1,,2.4,1,,,1,,,1,1,-66.134,120.436,2015-01-01 00:53:57
262,7,4,D,A,7900397,1,,2.4,1,,,1,,,1,1,-66.134,120.436,2015-01-01 00:53:57
262,8,4,D,A,7900397,1,,2.4,1,,,1,,,1,1,-66.134,120.436,2015-01-01 00:53:57
262,9,4,D,A,7900397,1,,2.4,1,,,1,,,1,1,-66.134,120.436,2015-01-01 00:53:57
262,10,4,D,A,7900397,1,,2.4,1,,,1,,,1,1,-66.134,120.436,2015-01-01 00:53:57
262,11,4,D,A,7900397,1,,2.4,1,,,1,,,1,1,-66.134,120.436,2015-01-01 00:53:57
262,12,4,D,A,7900397,1,,2.4,1,,,1,,,1,1,-66.134,120.436,2015-01-01 00:53:57
262,13,4,D,A,7900397,1,,2.4,1,,,1,,,1,1,-66.134,120.436,2015-01-01 00:53:57
262,14,4,D,A,7900397,1,,2.4,1,,,1,,,1,1,-66.134,120.436,2015-01-01 00:53:57
262,15,4,D,A,7900397,1,,2.4,1,,,1,,,1,1,-66.134,120.436,2015-01-01 00:53:57
262,16,4,D,A,7900397,1,,2.4,1,,,1,,,1,1,-66.134,120.436,2015-01-01 00:53:57
58,0,40,A,A,2902516,1,4.0,,1,34.016,,1,10.669,,1,1,38.3,144.997,2015-01-01 00:56:53
58,1,40,A,A,2902516,1,,,1,,,1,,,1,1,38.3,144.997,2015-01-01 00:56:53
58,2,40,A,A,2902516,1,,,1,,,1,,,1,1,38.3,144.997,2015-01-01 00:56:53
58,3,40,A,A,2902516,1,,,1,,,1,,,1,1,38.3,144.997,2015-01-01 00:56:53
58,4,40,A,A,2902516,1,,,1,,,1,,,1,1,38.3,144.997,2015-01-01 00:56:53
58,5,40,A,A,2902516,1,,,1,,,1,,,1,1,38.3,144.997,2015-01-01 00:56:53
58,6,40,A,A,2902516,1,,,1,,,1,,,1,1,38.3,144.997,2015-01-01 00:56:53
58,7,40,A,A,2902516,1,,,1,,,1,,,1,1,38.3,144.997,2015-01-01 00:56:53
58,8,40,A,A,2902516,1,,,1,,,1,,,1,1,38.3,144.997,2015-01-01 00:56:53
58,9,40,A,A,2902516,1,,,1,,,1,,,1,1,38.3,144.997,2015-01-01 00:56:53
58,10,40,A,A,2902516,1,,,1,,,1,,,1,1,38.3,144.997,2015-01-01 00:56:53
58,11,40,A,A,2902516,1,,,1,,,1,,,1,1,38.3,144.997,2015-01-01 00:56:53
58,12,40,A,A,2902516,1,,,1,,,1,,,1,1,38.3,144.997,2015-01-01 00:56:53
58,13,40,A,A,2902516,1,,,1,,,1,,,1,1,38.3,144.997,2015-01-01 00:56:53
58,14,40,A,A,2902516,1,,,1,,,1,,,1,1,38.3,144.997,2015-01-01 00:56:53
58,15,40,A,A,2902516,1,,,1,,,1,,,1,1,38.3,144.997,2015-01-01 00:56:53
58,16,40,A,A,2902516,1,,,1,,,1,,,1,1,38.3,144.997,2015-01-01 00:56:53
237,0,9,D,A,5904890,1,3.39,2.4,1,35.22299,0.01,1,15.544,0.002,1,1,-39.549,135.9,2015-01-01 01:06:46
237,1,9,D,A,5904890,1,4.39,2.4,1,35.22298,0.01,1,15.542,0.002,1,1,-39.549,135.9,2015-01-01 01:06:46
237,2,9,D,A,5904890,1,,2.4,1,,,1,,,1,1,-39.549,135.9,2015-01-01 01:06:46
237,3,9,D,A,5904890,1,,2.4,1,,,1,,,1,1,-39.549,135.9,2015-01-01 01:06:46
237,4,9,D,A,5904890,1,,2.4,1,,,1,,,1,1,-39.549,135.9,2015-01-01 01:06:46
237,5,9,D,A,5904890,1,,2.4,1,,,1,,,1,1,-39.549,135.9,2015-01-01 01:06:46
237,6,9,D,A,5904890,1,,2.4,1,,,1,,,1,1,-39.549,135.9,2015-01-01 01:06:46
237,7,9,D,A,5904890,1,,2.4,1,,,1,,,1,1,-39.549,135.9,2015-01-01 01:06:46
237,8,9,D,A,5904890,1,,2.4,1,,,1,,,1,1,-39.549,135.9,2015-01-01 01:06:46
237,9,9,D,A,5904890,1,,2.4,1,,,1,,,1,1,-39.549,135.9,2015-01-01 01:06:46
237,10,9,D,A,5904890,1,,2.4,1,,,1,,,1,1,-39.549,135.9,2015-01-01 01:06:46
237,11,9,D,A,5904890,1,,2.4,1,,,1,,,1,1,-39.549,135.9,2015-01-01 01:06:46
237,12,9,D,A,5904890,1,,2.4,1,,,1,,,1,1,-39.549,135.9,2015-01-01 01:06:46
237,13,9,D,A,5904890,1,,2.4,1,,,1,,,1,1,-39.549,135.9,2015-01-01 01:06:46
237,14,9,D,A,5904890,1,,2.4,1,,,1,,,1,1,-39.549,135.9,2015-01-01 01:06:46
237,15,9,D,A,5904890,1,,2.4,1,,,1,,,1,1,-39.549,135.9,2015-01-01 01:06:46
237,16,9,D,A,5904890,1,,2.4,1,,,1,,,1,1,-39.549,135.9,2015-01-01 01:06:46
254,0,18,D,A,6901910,1,4.3,2.4,1,34.7537,0.01,1,1.365,0.002,1,1,69.86,-11.995999999999981,2015-01-01 01:11:29
254,1,18,D,A,6901910,1,,2.4,1,,,1,,,1,1,69.86,-11.995999999999981,2015-01-01 01:11:29
254,2,18,D,A,6901910,1,,2.4,1,,,1,,,1,1,69.86,-11.995999999999981,2015-01-01 01:11:29
254,3,18,D,A,6901910,1,,2.4,1,,,1,,,1,1,69.86,-11.995999999999981,2015-01-01 01:11:29
254,4,18,D,A,6901910,1,,2.4,1,,,1,,,1,1,69.86,-11.995999999999981,2015-01-01 01:11:29
254,5,18,D,A,6901910,1,,2.4,1,,,1,,,1,1,69.86,-11.995999999999981,2015-01-01 01:11:29
254,6,18,D,A,6901910,1,,2.4,1,,,1,,,1,1,69.86,-11.995999999999981,2015-01-01 01:11:29
254,7,18,D,A,6901910,1,,2.4,1,,,1,,,1,1,69.86,-11.995999999999981,2015-01-01 01:11:29
254,8,18,D,A,6901910,1,,2.4,1,,,1,,,1,1,69.86,-11.995999999999981,2015-01-01 01:11:29
254,9,18,D,A,6901910,1,,2.4,1,,,1,,,1,1,69.86,-11.995999999999981,2015-01-01 01:11:29
254,10,18,D,A,6901910,1,,2.4,1,,,1,,,1,1,69.86,-11.995999999999981,2015-01-01 01:11:29
254,11,18,D,A,6901910,1,,2.4,1,,,1,,,1,1,69.86,-11.995999999999981,2015-01-01 01:11:29
254,12,18,D,A,6901910,1,,2.4,1,,,1,,,1,1,69.86,-11.995999999999981,2015-01-01 01:11:29
254,13,18,D,A,6901910,1,,2.4,1,,,1,,,1,1,69.86,-11.995999999999981,2015-01-01 01:11:29
254,14,18,D,A,6901910,1,,2.4,1,,,1,,,1,1,69.86,-11.995999999999981,2015-01-01 01:11:29
254,15,18,D,A,6901910,1,,2.4,1,,,1,,,1,1,69.86,-11.995999999999981,2015-01-01 01:11:29
254,16,18,D,A,6901910,1,,2.4,1,,,1,,,1,1,69.86,-11.995999999999981,2015-01-01 01:11:29
96,0,111,D,A,4901438,1,4.7,2.4,1,34.739,0.01,1,22.368,0.002,1,1,22.82,-129.983,2015-01-01 01:27:21
96,1,111,D,A,4901438,1,,2.4,1,,,1,,,1,1,22.82,-129.983,2015-01-01 01:27:21
96,2,111,D,A,4901438,1,,2.4,1,,,1,,,1,1,22.82,-129.983,2015-01-01 01:27:21
96,3,111,D,A,4901438,1,,2.4,1,,,1,,,1,1,22.82,-129.983,2015-01-01 01:27:21
96,4,111,D,A,4901438,1,,2.4,1,,,1,,,1,1,22.82,-129.983,2015-01-01 01:27:21
96,5,111,D,A,4901438,1,,2.4,1,,,1,,,1,1,22.82,-129.983,2015-01-01 01:27:21
96,6,111,D,A,4901438,1,,2.4,1,,,1,,,1,1,22.82,-129.983,2015-01-01 01:27:21
96,7,111,D,A,4901438,1,,2.4,1,,,1,,,1,1,22.82,-129.983,2015-01-01 01:27:21
96,8,111,D,A,4901438,1,,2.4,1,,,1,,,1,1,22.82,-129.983,2015-01-01 01:27:21
96,9,111,D,A,4901438,1,,2.4,1,,,1,,,1,1,22.82,-129.983,2015-01-01 01:27:21
96,10,111,D,A,4901438,1,,2.4,1,,,1,,,1,1,22.82,-129.983,2015-01-01 01:27:21
96,11,111,D,A,4901438,1,,2.4,1,,,1,,,1,1,22.82,-129.983,2015-01-01 01:27:21
96,12,111,D,A,4901438,1,,2.4,1,,,1,,,1,1,22.82,-129.983,2015-01-01 01:27:21
96,13,111,D,A,4901438,1,,2.4,1,,,1,,,1,1,22.82,-129.983,2015-01-01 01:27:21
96,14,111,D,A,4901438,1,,2.4,1,,,1,,,1,1,22.82,-129.983,2015-01-01 01:27:21
96,15,111,D,A,4901438,1,,2.4,1,,,1,,,1,1,22.82,-129.983,2015-01-01 01:27:21
96,16,111,D,A,4901438,1,,2.4,1,,,1,,,1,1,22.82,-129.983,2015-01-01 01:27:21
180,0,88,D,A,5903957,1,3.91,2.4,1,35.8431,0.01,1,19.159,0.002,1,1,-31.971,104.034,2015-01-01 01:50:11
180,1,88,D,A,5903957,1,,2.4,1,,,1,,,1,1,-31.971,104.034,2015-01-01 01:50:11
180,2,88,D,A,5903957,1,,2.4,1,,,1,,,1,1,-31.971,104.034,2015-01-01 01:50:11
180,3,88,D,A,5903957,1,,2.4,1,,,1,,,1,1,-31.971,104.034,2015-01-01 01:50:11
180,4,88,D,A,5903957,1,,2.4,1,,,1,,,1,1,-31.971,104.034,2015-01-01 01:50:11
180,5,88,D,A,5903957,1,,2.4,1,,,1,,,1,1,-31.971,104.034,2015-01-01 01:50:11
180,6,88,D,A,5903957,1,,2.4,1,,,1,,,1,1,-31.971,104.034,2015-01-01 01:50:11
180,7,88,D,A,5903957,1,,2.4,1,,,1,,,1,1,-31.971,104.034,2015-01-01 01:50:11
180,8,88,D,A,5903957,1,,2.4,1,,,1,,,1,1,-31.971,104.034,2015-01-01 01:50:11
180,9,88,D,A,5903957,1,,2.4,1,,,1,,,1,1,-31.971,104.034,2015-01-01 01:50:11
180,10,88,D,A,5903957,1,,2.4,1,,,1,,,1,1,-31.971,104.034,2015-01-01 01:50:11
180,11,88,D,A,5903957,1,,2.4,1,,,1,,,1,1,-31.971,104.034,2015-01-01 01:50:11
180,12,88,D,A,5903957,1,,2.4,1,,,1,,,1,1,-31.971,104.034,2015-01-01 01:50:11
180,13,88,D,A,5903957,1,,2.4,1,,,1,,,1,1,-31.971,104.034,2015-01-01 01:50:11
180,14,88,D,A,5903957,1,,2.4,1,,,1,,,1,1,-31.971,104.034,2015-01-01 01:50:11
180,15,88,D,A,5903957,1,,2.4,1,,,1,,,1,1,-31.971,104.034,2015-01-01 01:50:11
180,16,88,D,A,5903957,1,,2.4,1,,,1,,,1,1,-31.971,104.034,2015-01-01 01:50:11
83,0,28,D,A,3901165,1,4.3,2.4,1,34.91443,0.01,1,24.735,0.002,1,1,-0.271,-109.175,2015-01-01 01:57:21
83,1,28,D,A,3901165,1,,2.4,1,,,1,,,1,1,-0.271,-109.175,2015-01-01 01:57:21
83,2,28,D,A,3901165,1,,2.4,1,,,1,,,1,1,-0.271,-109.175,2015-01-01 01:57:21
83,3,28,D,A,3901165,1,,2.4,1,,,1,,,1,1,-0.271,-109.175,2015-01-01 01:57:21
83,4,28,D,A,3901165,1,,2.4,1,,,1,,,1,1,-0.271,-109.175,2015-01-01 01:57:21
83,5,28,D,A,3901165,1,,2.4,1,,,1,,,1,1,-0.271,-109.175,2015-01-01 01:57:21
83,6,28,D,A,3901165,1,,2.4,1,,,1,,,1,1,-0.271,-109.175,2015-01-01 01:57:21
